,Unnamed: 0,Unnamed: 0.1,date,location,text
17065,17117,2456,02 07 2020 04 33,mumbai india,rt opp says two firms get approval soon chief says wait save lives covid covid 19 coronavirus
17072,17124,2463,02 07 2020 04 30,mumbai india,opp says two firms get approval soon chief says wait save lives covid covid 19
17130,17182,2521,02 07 2020 04 00,mumbai maharashtra india,fifth time less week state recorded daily spike 5 000 cases
17131,17183,2522,02 07 2020 04 00,mumbai india,advisable touch face often sanitise hands make sure wear mask haveaniceday
17159,17211,2550,02 07 2020 03 35,mumbai india,rt burglars broke home covid 19 patient last month stole rs 10 lakh cash jewellery cov
17170,17222,2561,02 07 2020 03 30,mumbai india,burglars broke home covid 19 patient last month stole rs 10 lakh cash jewellery
17198,17250,2589,02 07 2020 03 10,mumbai india,task force recommends rigorous follow ups two weeks discharge covid covid 19 coronavirus
17224,17276,2615,02 07 2020 02 55,mumbai india,rt 15 patients opted treatment private hospitals data shows covid19 covid coronavirus coronaviru
17229,17281,2620,02 07 2020 02 54,mumbai india,rt covid 19 latestnews maharashtra sees new high 5 5k cases stringent lockdown begins thane covid19 covid
17232,17284,2623,02 07 2020 02 52,mumbai india,rt covid 19 latestnews maharashtra sees new high 5 5k cases stringent lockdown begins thane covid19 covid
17233,17285,2624,02 07 2020 02 51,mumbai india,covid 19 latestnews maharashtra sees new high 5 5k cases stringent lockdown begins thane covid19
17235,17287,2626,02 07 2020 02 51,mumbai india,rt much delay unsc finally adopts resolution covid
17239,17291,2630,02 07 2020 02 49,mumbai india,rt unsc disc covid crisis 8 pm ist today
17240,17292,2631,02 07 2020 02 49,mumbai india,rt germany president unsc month german envoy view covid crisis amp berlin plans
17314,17366,2705,02 07 2020 02 15,mumbai india,breakingnews maharashtra total covid 19 tests cross 10 lakh mark today state leads testing done
17318,17370,2709,02 07 2020 02 14,mumbai india,rt 1 7 2020 india covid status 10 25pm update covid
17326,17378,2717,02 07 2020 02 12,mumbai india,rt ramesh frontlinewarrior dr richa negi showing dancing skills doctors day spreading positivity important
17327,17379,2718,02 07 2020 02 12,mumbai india,rt ramesh frontlinewarrior dr richa negi showing dancing skills doctors day spreading positivity important
17413,17465,2804,02 07 2020 00 57,mumbai india,rt tested today covid
17435,17487,2826,02 07 2020 00 03,mumbai india,rt learn simulation technology played important role battle covid 19 well design
17447,17499,17,01 07 2020 22 38,mumbai india,rt big whistlepodu real supermen wonder women give everything day day medics
17462,17514,32,01 07 2020 21 35,mumbai india,rt purohit news wadhwans roaming around free holidaying khandala mahableshwar aided passes given
17467,17519,37,01 07 2020 21 20,mumbai india,rt jefferies learned living covid insight perspective counterweights events programs classes zoom
17479,17531,49,01 07 2020 20 42,mumbai india,rt wishing frontline warriors happy nationaldoctorsday amp thanking services especially
17485,17537,55,01 07 2020 20 36,mumbai india,rt dear ba airways goodness great ideas years even must see one
17486,17538,56,01 07 2020 20 36,mumbai india,rt citation honour recognition excellence ms priyanaka bahikar respiratorytherapist
17511,17563,81,01 07 2020 20 06,mumbai india,rt dr vinod chaudhary 63 doctor amp frontline covid warrior patient critical admitted forti
17512,17564,82,01 07 2020 20 06,mumbai india,rt ethealthworld prepared demand surge glass vials covid 19 vaccine supply vice chairman piramal glass covi
17513,17565,83,01 07 2020 20 05,mumbai india,rt care doctors like helps 13 year old maya cancer patient cipla palliativecare centre pune find comfort
17605,17657,175,01 07 2020 18 49,mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
17610,17662,180,01 07 2020 18 45,mumbai india,rt dr vinod chaudhary 63 doctor amp frontline covid warrior patient critical admitted forti
17611,17663,181,01 07 2020 18 45,mumbai india,taiwan 2 active covid cases wishing speedy recovery
17615,17667,185,01 07 2020 18 41,mumbai india,rt today bulletin released shows us 6 37 417 samples tested far 6 04 822 reported negativ
17620,17672,190,01 07 2020 18 38,mumbai india,rt immediate family member tested positive corona recovered successfully order boast moral help fa
17635,17687,205,01 07 2020 18 25,mumbai india,rt thane patients sent mumbai covid treatment hospitals competent jupiter hosp
17642,17694,212,01 07 2020 18 18,mumbai india,rt bali dubbing precautions
17644,17696,214,01 07 2020 18 16,mumbai india,rt dr vinod chaudhary 63 doctor amp frontline covid warrior patient critical admitted forti
17652,17704,222,01 07 2020 18 12,mumbai india,rt allow doctors prescribe covid tests centre tells states individuals need fulfil icmr criteria testi
17676,17728,246,01 07 2020 18 01,mumbai india,rt tested today covid
17689,17741,259,01 07 2020 17 57,mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
17708,17760,278,01 07 2020 17 48,mumbai india,rt king social media shahrukhkhan srk kingkhan kingofbollywood bollywood covid coronavi
17711,17763,281,01 07 2020 17 47,mumbai india,rt covid mulund tward board update 01 07 2020 indiafightscorona stayhome staysafe
17712,17764,282,01 07 2020 17 47,mumbai india,rt king social media shahrukhkhan srk kingkhan kingofbollywood bollywood covid coronavi
17714,17766,284,01 07 2020 17 46,mumbai india,rt ethealthworld covid 19 treatment dr reddy partners fujifilm gra favipiravir reddyslaboratories drreddy
17719,17771,289,01 07 2020 17 44,mumbai india,covid 19 india daily tracker july 1 2020 1400hrs ist cases recorded 579 314 deaths recorded 17 491
17734,17786,304,01 07 2020 17 38,mumbai india,rt big whistlepodu real supermen wonder women give everything day day medics
17735,17787,305,01 07 2020 17 38,mumbai india,rt verma 140 circulars issued country world gst system handled 18 crore returns amp
17740,17792,310,01 07 2020 17 35,mumbai india,rt karnataka 1272 new covid positive cases reported 145 patients discharged various hospitals sta
17748,17800,318,01 07 2020 17 34,mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
17769,17821,339,01 07 2020 17 27,mumbai india,rt asa amp apsf strongly urge persons age 2 cover nose mouth cloth disposabl
17776,17828,346,01 07 2020 17 24,haryana india mumbai,rt bali dubbing precautions
17789,17841,359,01 07 2020 17 20,mulund mumbai india,rt tested today covid
17821,17873,391,01 07 2020 17 11,mumbai india,rt groom forced go wedding ceremony dies 100 test positive covid 19 attending wedding patna eve
17848,17900,418,01 07 2020 17 01,mumbai india,rt big whistlepodu real supermen wonder women give everything day day medics
17868,17920,438,01 07 2020 16 55,mumbai india,rt dr vinod chaudhary 63 doctor amp frontline covid warrior patient critical admitted forti
17883,17935,453,01 07 2020 16 51,mumbai india,rt mumbai corona update good news today death 6 today new case 1511 today recovered 621 total
17898,17950,468,01 07 2020 16 47,mumbai india,rt day far away arrange bed total entire population delhi covid19ind
17904,17956,474,01 07 2020 16 45,mumbai india,rt karnataka govt orders probe videos bodies dead covid patients thrown pits go viral ballari
17924,17976,494,01 07 2020 16 40,mumbai india,rt tested today covid
17964,18016,534,01 07 2020 16 30,mumbai india,rt tested today covid
18026,18078,596,01 07 2020 16 13,navi mumbai india,rt pil seeking ban consumption liquor amp intoxicating drinks view rapidly spreading covid 19 pandemic
18036,18088,606,01 07 2020 16 10,mumbai india,rt social distancing pants covid
18045,18097,615,01 07 2020 16 08,mumbai india,rt karnataka 1272 new covid positive cases reported 145 patients discharged various hospitals sta
18066,18118,636,01 07 2020 16 02,mumbai india,rt verma 6 48 gdp 12 95 lakh cr given via food security cash transfers rural jobs amp msme sops 4 01 gdp 8 02 lakh cr
18067,18119,637,01 07 2020 16 02,india mumbai matunga,rt onwards results covid tests available dedicated website people n
18110,18162,680,01 07 2020 15 52,mumbai india,rt dramatic incident 3 kids managed escape dongrichildrenhome returned back within hours cou
18119,18171,689,01 07 2020 15 48,mumbai india,selling failed covid lockdown success via longreads
18143,18195,713,01 07 2020 15 43,mumbai india,rt dramatic incident 3 kids managed escape dongrichildrenhome returned back within hours cou
18156,18208,726,01 07 2020 15 39,mumbai india,covid duties mom duties could read articles thanks amazing summaries nephjc
18189,18241,759,01 07 2020 15 33,mumbai india,dramatic incident 3 kids managed escape dongrichildrenhome returned back within hours
18201,18253,771,01 07 2020 15 30,navi mumbai india,rt tested today covid
18270,18322,840,01 07 2020 15 11,mumbai india,rt big whistlepodu real supermen wonder women give everything day day medics
18283,18335,853,01 07 2020 15 07,mumbai india,rt rhis doctors day need pay tribute doctors passed away serving covid patients better way
18302,18354,872,01 07 2020 15 02,navi mumbai india,rt salute doctors health workers selfless service thank hope give society
18318,18370,888,01 07 2020 14 57,mumbai india,rt organisers ganapati utsav shown immense maturity cancelling mumbai biggest festival first time
18319,18371,889,01 07 2020 14 54,mumbai india,independent mla fire officer corporator five policemen among tested covid19 positive
18325,18377,895,01 07 2020 14 53,mumbai india,rt verma 140 circulars issued country world gst system handled 18 crore returns amp
18340,18392,910,01 07 2020 14 48,mumbai india,rt tnie disrespectful disposal mortal remains covid patient allegedly taken place honagera village yadg
18398,18450,968,01 07 2020 14 27,mumbai india,140 circulars issued country world gst system handled 18 crore ret
18404,18456,974,01 07 2020 14 26,mumbai india,rt backache nausea rashes among new red flags covid 19 mumbai sneaky covid showing newer symptoms p
18436,18488,1006,01 07 2020 14 16,mumbai india,rt uttarakhand high court notice centre state patanjali pil covid kit
18489,18541,1059,01 07 2020 13 53,mumbai india,rt studies show publictransport spread covid infections personal hygiene amp crowd management co
18514,18566,1084,01 07 2020 13 46,mumbai india,rt talking pathogenesis mis c covid ipnawebinar first pedneph webinar
18515,18567,1085,01 07 2020 13 46,mumbai india,rt tested today covid
18534,18586,1104,01 07 2020 13 40,mumbai india,rt tested today covid
18537,18589,1107,01 07 2020 13 39,mumbai india,bridge nose permanently destroyed thank ppe must admit loving covid 19 icu duties thi
18545,18597,1115,01 07 2020 13 37,mumbai india,need ensure chsocieties r held responsible 4 residents following
18559,18611,1129,01 07 2020 13 31,mumbai india,rt tested today covid
18561,18613,1131,01 07 2020 13 30,navi mumbai india,rt tested today covid
18593,18645,1163,01 07 2020 13 21,mumbai india,rt news covid 19 pakistani diplomatic missions uae resume passport id card renewal services applicants advised
18651,18703,1221,01 07 2020 13 03,mumbai india,rt tested today covid
18691,18743,1261,01 07 2020 12 52,mumbai india,rt cases mumbai dipped 1 000 mark reported 893 fresh cases covid covid19 covid 19 coronavirus co
18729,18781,1299,01 07 2020 12 41,mumbai india,nationaldoctorsday magma salutes doctors selfless service thank hope give
18771,18823,1341,01 07 2020 12 31,mumbai india,rt tnie disrespectful disposal mortal remains covid patient allegedly taken place honagera village yadg
18779,18831,1349,01 07 2020 12 29,mumbai india,let us celebrate nationaldoctorsday staying safe challenging covid times doctors healthcare
18801,18853,1371,01 07 2020 12 23,mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
18805,18857,1375,01 07 2020 12 22,mumbai india,rt organisers ganapati utsav shown immense maturity cancelling mumbai biggest festival first time
18863,18915,1433,01 07 2020 12 11,mumbai india,rt big whistlepodu real supermen wonder women give everything day day medics
18878,18930,1448,01 07 2020 12 07,mumbai india,rt tested today covid
18907,18959,1477,01 07 2020 11 59,mumbai india,rt care towards condition fear covid students decided file writ petition filed one sta
18943,18995,1513,01 07 2020 11 48,mumbai india,rt jammuandkashmir recorded two covid related deaths today kashmir taking death toll 104 https
18984,19036,1554,01 07 2020 11 32,mumbai india,rt ethealthworld kerala doctors dark regarding crucial data covid patients indianmedicalassociation dataanal
18994,19046,1564,01 07 2020 11 27,mumbai india,telangana degree admissions slated begin today postponed 15 days telangana state cou
19022,19074,1592,01 07 2020 11 14,mumbai india,rt tested today covid
19025,19077,1595,01 07 2020 11 14,mumbai india,rt king social media shahrukhkhan srk kingkhan kingofbollywood bollywood covid coronavi
19046,19098,1616,01 07 2020 11 06,mumbai gwalior india,memorable clicks bring smile low feeling covid time sangathan shakti
19047,19099,1617,01 07 2020 11 05,mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
19051,19103,1621,01 07 2020 11 04,mumbai india,poem maa doctor day thank doctor doctorsday2020 thanks doctors
19063,19115,1633,01 07 2020 11 00,mumbai india,rt tested today covid
19084,19136,1654,01 07 2020 10 54,mumbai india,rt tested today covid
19112,19164,1682,01 07 2020 10 45,mumbai india,rt tested today covid
19114,19166,1684,01 07 2020 10 44,mumbai india,rt organisers ganapati utsav shown immense maturity cancelling mumbai biggest festival first time
19122,19174,1692,01 07 2020 10 42,navi mumbai india,rt organisers ganapati utsav shown immense maturity cancelling mumbai biggest festival first time
19142,19194,1712,01 07 2020 10 34,mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
19163,19215,1733,01 07 2020 10 26,mumbai india,pm gareeb kalyan anna yojana providing food covid crisis supply fo
19182,19234,1752,01 07 2020 10 18,mumbai india,rt tested today covid
19201,19253,1771,01 07 2020 10 12,navi mumbai india,chinese communist govt hiding infected person g4virus like
19209,19261,1779,01 07 2020 10 09,mumbai india,rt tested today covid
19231,19283,1801,01 07 2020 10 01,mumbai india,rt tested today covid
19291,19343,1861,01 07 2020 09 42,mumbai india,rt tested today covid
19297,19349,1867,01 07 2020 09 39,mumbai india,rt tested today covid
19330,19382,1900,01 07 2020 09 26,mumbai india,rt tested today covid
19342,19394,1912,01 07 2020 09 22,mumbai india,rt organisers ganapati utsav shown immense maturity cancelling mumbai biggest festival first time
19362,19414,1932,01 07 2020 09 13,mumbai india,rt tested today covid
19384,19436,1954,01 07 2020 09 06,mumbai india,rt big whistlepodu real supermen wonder women give everything day day medics
19404,19456,1974,01 07 2020 09 00,mumbai india,organisers ganapati utsav shown immense maturity cancelling mumbai biggest festival first
19413,19465,1983,01 07 2020 08 58,mumbai india,rt shares insights make covid 19 challenge opportunity rejig way wo
19435,19487,2005,01 07 2020 08 54,navi mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
19452,19504,2022,01 07 2020 08 50,mumbai india,rt team management keeping motivated critical aspect managers covid wfh founder
19462,19514,2032,01 07 2020 08 49,mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
19472,19524,2042,01 07 2020 08 46,india mumbai,rt tested today covid
19473,19525,2043,01 07 2020 08 46,mumbai india,cases mumbai dipped 1 000 mark reported 893 fresh cases covid covid19 covid 19
19500,19552,2070,01 07 2020 08 42,navi mumbai india,rt cases mumbai dipped 1 000 mark reported 893 fresh cases covid covid19 covid 19 coronavirus co
19545,19597,2115,01 07 2020 08 37,mumbai india,rt king social media shahrukhkhan srk kingkhan kingofbollywood bollywood covid coronavi
19589,19641,2159,01 07 2020 08 28,mumbai india,every hero may doctor every doctor hero worlddoctorsday doctors doctor nurse
19593,19645,2163,01 07 2020 08 28,mumbai india,cases mumbai dipped 1 000 mark reported 893 fresh cases covid covid19 covid 19
19594,19646,2164,01 07 2020 08 28,mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
19600,19652,2170,01 07 2020 08 27,mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
19609,19661,2179,01 07 2020 08 24,mumbai india,rt tested today covid
19612,19664,2182,01 07 2020 08 24,mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
19616,19668,2186,01 07 2020 08 22,mumbai india,rt us keep safe observing social distancing doctors nurses amp hospital staff close
19617,19669,2187,01 07 2020 08 22,mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
19626,19678,2196,01 07 2020 08 20,mumbai india,rt first time 93 years mumbai pride lalbaugcha raja ganpati mandal cancel ganeshotsav celebrations due co
19649,19701,2219,01 07 2020 08 16,navi mumbai india,rt us keep safe observing social distancing doctors nurses amp hospital staff close
19663,19715,2233,01 07 2020 08 14,india mumbai,rt tested today covid
19706,19758,2276,01 07 2020 07 59,mumbai india,guess covid bring much change
19737,19789,2307,01 07 2020 07 42,navi mumbai india,rt salute frontline covid fighters doctors nurses hospital staff fighting hardest fight risking
19766,19818,2336,01 07 2020 07 28,mumbai india,rt people wear mask continue attend amp throw gatherings brave downright irre
19785,19837,2355,01 07 2020 07 16,mumbai india,population india instead wishing doctors happydoctorsday wear mask wear mask properly wil
19789,19841,2359,01 07 2020 07 14,mumbai india,consultation call 919920232342 doctorsday2020 covi behome precautions
19803,19855,2373,01 07 2020 07 06,mumbai india,rt shares insights make covid 19 challenge opportunity rejig way wo
19810,19862,2380,01 07 2020 07 00,mumbai india,rt past months doctors across country leading fight covid risking lives keep
19815,19867,2385,01 07 2020 06 58,mumbai india,rt bali dubbing precautions
19826,19878,2396,01 07 2020 06 53,mumbai india,rt marine catch maharashtra dropped 32 per cent 2019 compared previous year 45 year low covid19 covid
19831,19883,2401,01 07 2020 06 50,mumbai india,rt marine catch maharashtra dropped 32 per cent 2019 compared previous year 45 year low covid19 covid
19835,19887,2405,01 07 2020 06 50,mumbai india,marine catch maharashtra dropped 32 per cent 2019 compared previous year 45 year low covid19
19841,19893,2411,01 07 2020 06 47,mumbai india,rt social media explosion 1bn covid 19 mentions closest als ice bucket challenge roc
19855,19907,2425,01 07 2020 06 42,mumbai india,rt king social media shahrukhkhan srk kingkhan kingofbollywood bollywood covid coronavi
19891,19943,2461,01 07 2020 06 26,mumbai india,rt karnataka govt orders probe videos bodies dead covid patients thrown pits go viral ballari
19893,19945,2463,01 07 2020 06 26,mumbai india,let us remember doctors fighting day day keep us safe pandemic keep
19896,19948,2466,01 07 2020 06 25,mumbai india,rt care doctors like helps 13 year old maya cancer patient cipla palliativecare centre pune find comfort
19899,19951,2469,01 07 2020 06 25,mumbai india,care doctors like helps 13 year old maya cancer patient cipla palliativecare centre pune find comf
19912,19964,2482,01 07 2020 06 20,mumbai india,covid 19 case numbers indian states compared countries across covid 19 coronaupdates
19919,19971,2489,01 07 2020 06 18,mumbai india,rt verma 6 48 gdp 12 95 lakh cr given via food security cash transfers rural jobs amp msme sops 4 01 gdp 8 02 lakh cr
19948,20000,2518,01 07 2020 06 10,mumbai india,teachers say taken death authorities pay attention plight covid covid19
19952,20004,2522,01 07 2020 06 08,mumbai india,rt survey launched nationwide survey called wellness amp covid 19 examining impact covid
20007,20059,2577,01 07 2020 05 43,mumbai india,rt people wear mask continue attend amp throw gatherings brave downright irre
20029,20081,2599,01 07 2020 05 34,mumbai india,rt saxena india first covid 19 vaccine candidate covaxin gets dcgi approval
20061,20113,2631,01 07 2020 05 26,mumbai india,rt verma 6 48 gdp 12 95 lakh cr given via food security cash transfers rural jobs amp msme sops 4 01 gdp 8 02 lakh cr
20099,20151,2669,01 07 2020 05 10,mumbai india,everything need know 10 day lockdown thane thanelockdown lockdown coronaviruslockdown
20105,20157,2675,01 07 2020 05 07,mumbai india,car servicing going like future click link know
20137,20189,2707,01 07 2020 04 53,mumbai india,rt shares insights make covid 19 challenge opportunity rejig way wo
20143,20195,2713,01 07 2020 04 50,mumbai india,suffering rectal prolapse dilip goyal spotted roadside three social workers made sure h
20186,20238,2756,01 07 2020 04 30,mumbai india,130 covid19 cases daily vikhroli kannamwar nagar tagore nagar coronavirus covid
20205,20257,2775,01 07 2020 04 21,mumbai india,rt taking step contain spread covid19 odisha govt decides undertake covid test 5000 people includin
20213,20265,2783,01 07 2020 04 14,mumbai india,rt hiranandani respected hfs powai trustee looking hope may school consider reducing fees duratio
20225,20277,2795,01 07 2020 04 08,mumbai india,rt telangana records 945 new covid cases however testing still low owing additional burden last 5 days
20228,20280,2798,01 07 2020 04 07,mumbai india,rt watch founder amp ceo sanjeev swamy conversation padma vibhushan trea
20233,20285,2803,01 07 2020 04 05,mumbai india,rt people wear mask continue attend amp throw gatherings brave downright irre
20248,20300,2818,01 07 2020 03 57,mumbai india,rt experts say difficult say city currently stands bring transparency r
20253,20305,2823,01 07 2020 03 52,mumbai india,rt salute doctors health workers selfless service thank hope give society
20257,20309,2827,01 07 2020 03 52,mumbai india,salute doctors health workers selfless service thank hope give
20260,20312,2830,01 07 2020 03 50,mumbai india,nationaldoctorsday 2020 extreme conditions doctors braving saving us pandemic
20297,20349,2867,01 07 2020 03 30,mumbai india,experts say difficult say city currently stands bring transparency
20303,20355,2873,01 07 2020 03 27,mumbai india,rt june 22 congress president sonia gandhi writes pm seeking extension free food scheme poor june 30 pm modi exten
20344,20396,2914,01 07 2020 03 11,mumbai india,rt superstar dubbing precautions
20350,20402,2920,01 07 2020 03 09,mumbai india,rt railways run 350 local trains mumbai july 1 essential services personnel allowed mum
20385,20437,2955,01 07 2020 02 57,mumbai india,disturbing see things happening covid times dead bodies karnataka thrown together
20406,20458,2976,01 07 2020 02 44,navi mumbai india,rt shares insights make covid 19 challenge opportunity rejig way wo
20407,20459,2977,01 07 2020 02 43,mumbai india,rt verma 6 48 gdp 12 95 lakh cr given via food security cash transfers rural jobs amp msme sops 4 01 gdp 8 02 lakh cr
20437,20489,3007,01 07 2020 02 24,mumbai india,doctorsday2020 r thankful 2al dedicated professionals r inspiring us around world th
20450,20502,3020,01 07 2020 02 13,mumbai india,rt welcome decision extend free ration 80 cr people till november 2020 thank smt sonia gand
20485,20537,3055,01 07 2020 01 38,mumbai india,rt guesstimate without ab testing india 90 yet covid exposed 9 exposed symptoms high immunity awar
20528,20580,3098,01 07 2020 00 38,mumbai india,rt verma 6 48 gdp 12 95 lakh cr given via food security cash transfers rural jobs amp msme sops 4 01 gdp 8 02 lakh cr
