,Unnamed: 0,Unnamed: 0.1,date,location,text
4511,4563,721,06 07 2020 16 42,mumbai india,rt auctioning paintings donated rs 9 crore towards covid 19 relief sadhguru ishafo
4532,4584,742,06 07 2020 16 39,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4601,4653,811,06 07 2020 16 26,mulund mumbai india,rt one million tests done wow completely amazed covid managed andhra pradesh fledgling state soon
4607,4659,817,06 07 2020 16 24,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
4626,4678,836,06 07 2020 16 21,mumbai india,rt happiest birthday energetic crazy actor shahrukhkhan srk kingofbollywood bollywood
4628,4680,838,06 07 2020 16 21,navi mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4637,4689,847,06 07 2020 16 20,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4649,4701,859,06 07 2020 16 17,mumbai india,rt today dr donated plasma sewa hee darma hai dr proved today btw recovered fully
4653,4705,863,06 07 2020 16 16,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
4654,4706,864,06 07 2020 16 15,mumbai india,rt covid deadly young popular belief dangerous mainly 60 plus age group dr abhish
4662,4714,872,06 07 2020 16 14,akola india mumbai,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
4666,4718,876,06 07 2020 16 13,mumbai india,rt verma indianbanks expected raise 20 50bn 2020 fitch says indian banks need 20bn psbs alone n
4678,4730,888,06 07 2020 16 10,mumbai india,rt today dr donated plasma sewa hee darma hai dr proved today btw recovered fully
4718,4770,928,06 07 2020 16 03,mumbai india,rt kul partial claim settlement covid 19 related hospitalisation news covid 19 claim settl
4723,4775,933,06 07 2020 16 02,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4724,4776,934,06 07 2020 16 02,mumbai india,thread covid coronavirus
4743,4795,953,06 07 2020 15 59,mumbai india,rt kejriwal spends time briefing media actually working ground drama refuses end covid
4787,4839,997,06 07 2020 15 53,mumbai india,rt joseph retweet people properly wear mask better protection corona covid pandemic masks
4788,4840,998,06 07 2020 15 53,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
4791,4843,1001,06 07 2020 15 52,mumbai india,rt exclusive days back tv actor adnan khan got tested covid 19 come
4803,4855,1013,06 07 2020 15 50,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
4816,4868,1026,06 07 2020 15 47,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4840,4892,1050,06 07 2020 15 43,mumbai india,rt result coordinated steps taken india along states uts containment amp management covid 19
4852,4904,1062,06 07 2020 15 41,navi mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4853,4905,1063,06 07 2020 15 41,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4856,4908,1066,06 07 2020 15 41,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4898,4950,1108,06 07 2020 15 33,navi mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
4942,4994,1152,06 07 2020 15 26,mumbai india,rt auctioning paintings donated rs 9 crore towards covid 19 relief sadhguru ishafo
4949,5001,1159,06 07 2020 15 25,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
4980,5032,1190,06 07 2020 15 21,mumbai india,rt afghanistan strengthening consensus peace meeting president thanked pm covid assist
5039,5091,1249,06 07 2020 15 12,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5041,5093,1251,06 07 2020 15 12,navi mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5060,5112,1270,06 07 2020 15 10,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5068,5120,1278,06 07 2020 15 09,mumbai india,rt informed mla nilagiri tested positive covid 19 self quarantined official reside
5081,5133,1291,06 07 2020 15 08,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5085,5137,1295,06 07 2020 15 07,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5089,5141,1299,06 07 2020 15 07,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5095,5147,1305,06 07 2020 15 05,mumbai india,bangalore international exhibition centre converted covid care centre 10 100 beds
5121,5173,1331,06 07 2020 15 02,mumbai india,rt kejriwal spends time briefing media actually working ground drama refuses end covid
5122,5174,1332,06 07 2020 15 02,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5123,5175,1333,06 07 2020 15 02,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
5124,5176,1334,06 07 2020 15 02,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5131,5183,1341,06 07 2020 15 01,mumbai india,halts hydroxychloroquine hiv drugs covid trials failure reduce death
5150,5202,1360,06 07 2020 14 59,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5153,5205,1363,06 07 2020 14 58,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5155,5207,1365,06 07 2020 14 58,mumbai india,rt kejriwal spends time briefing media actually working ground drama refuses end covid
5159,5211,1369,06 07 2020 14 58,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5163,5215,1373,06 07 2020 14 57,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5173,5225,1383,06 07 2020 14 56,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5174,5226,1384,06 07 2020 14 56,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5176,5228,1386,06 07 2020 14 56,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5181,5233,1391,06 07 2020 14 56,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5193,5245,1403,06 07 2020 14 55,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5210,5262,1420,06 07 2020 14 53,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5212,5264,1422,06 07 2020 14 53,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5220,5272,1430,06 07 2020 14 52,mumbai india,himesh visionary defined romance times covid covid 19 covid19india justforlaughs
5223,5275,1433,06 07 2020 14 52,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5234,5286,1444,06 07 2020 14 51,mumbai india,rt auctioning paintings donated rs 9 crore towards covid 19 relief sadhguru ishafo
5293,5345,1503,06 07 2020 14 47,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5317,5369,1527,06 07 2020 14 45,mumbai india,rt 2012 support developed first hand cranked defibrillator work without electricity low
5331,5383,1541,06 07 2020 14 44,mumbai india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5335,5387,1545,06 07 2020 14 44,mumbai gujarat india,rt delhi showing improvment number new cases coming since hm intervened let say since centra
5380,5432,1590,06 07 2020 14 36,mumbai india,rt afghanistan strengthening consensus peace meeting president thanked pm covid assist
5408,5460,1618,06 07 2020 14 28,mumbai india,may actually encourage donate plazma fine deed indeed fighting chinesevirue covid mr
5423,5475,1633,06 07 2020 14 24,mumbai india,rt need remdesivir delhi please call canwinn deliver gurgaon numbers pinned tweet
5426,5478,1636,06 07 2020 14 23,mumbai india,rt auctioning paintings donated rs 9 crore towards covid 19 relief sadhguru ishafo
5427,5479,1637,06 07 2020 14 23,mumbai maharashtra india,rt bubonicplague come time world tolerate treat covid bad eating habits responsible eats rodent
5433,5485,1643,06 07 2020 14 22,mumbai india,rt india takes russia third worst hit nation covid 19 tally communitytransmission yet th
5509,5561,1719,06 07 2020 14 03,mumbai india,use chlorhexidine mouthwash prevents spread covid 19 hospital amp community settings one rinse
5518,5570,1728,06 07 2020 14 02,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5519,5571,1729,06 07 2020 14 02,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5524,5576,1734,06 07 2020 14 01,mumbai india,rt india takes russia third worst hit nation covid 19 tally communitytransmission yet th
5560,5612,1770,06 07 2020 13 53,mumbai india,rt state centre stop releasing total number covid cases misleading provide numb
5561,5613,1771,06 07 2020 13 53,mumbai india,future hair cutting whatagreatdayto hair coronavirus covid 19 covid
5581,5633,1791,06 07 2020 13 48,mumbai india,rt india takes russia third worst hit nation covid 19 tally communitytransmission yet th
5598,5650,1808,06 07 2020 13 44,mumbai india,rt worrying news akhilgogoi prison since 200 days shown covid symptoms given proper health c
5601,5653,1811,06 07 2020 13 43,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5645,5697,1855,06 07 2020 13 30,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5662,5714,1872,06 07 2020 13 27,andheri mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5669,5721,1879,06 07 2020 13 25,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5686,5738,1896,06 07 2020 13 22,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
5689,5741,1899,06 07 2020 13 21,mumbai india,rt new report dr rajeev jayadevan shows 106 deaths doctors covid 3 months many staggering details age groups h
5737,5789,1947,06 07 2020 13 13,mumbai india,banking industry uncharted waters working tirelessly help businesses stay afloat ensuring thei
5752,5804,1962,06 07 2020 13 10,mumbai india,mahilasurakshabaalvikasadhikaran reached help family settled mumbai nalasupara frm raibarelly
5794,5846,2004,06 07 2020 13 01,mumbai india,rt kick week good note five posts curated us internet make day covid covi
5799,5851,2009,06 07 2020 13 01,mumbai india,covid 19 keeping hr leaders awake night baycrest humanresources hr recruitertwitter pandemic
5806,5858,2016,06 07 2020 13 00,mumbai india,covid like virus sent wuhan 2013 says sunday times read
5815,5867,2025,06 07 2020 12 57,mumbai india,rt kejriwal spends time briefing media actually working ground drama refuses end covid
5823,5875,2033,06 07 2020 12 55,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5825,5877,2035,06 07 2020 12 55,mumbai india,covid19 india update total covid 19 tests crosses 1 crore milestone total covid labs cross 1 100
5857,5909,2067,06 07 2020 12 49,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5894,5946,2104,06 07 2020 12 41,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5906,5958,2116,06 07 2020 12 38,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5911,5963,2121,06 07 2020 12 37,mumbai india,rt india takes russia third worst hit nation covid 19 tally communitytransmission yet th
5915,5967,2125,06 07 2020 12 37,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5935,5987,2145,06 07 2020 12 34,mumbai india,rt get enough covid personal stories writes nurse become serial plasma donor af
5936,5988,2146,06 07 2020 12 34,mumbai india,rt kejriwal spends time briefing media actually working ground drama refuses end covid
5937,5989,2147,06 07 2020 12 33,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5939,5991,2149,06 07 2020 12 33,mumbai india,rt boost immunity ucare consult ayurvedic doctor via audio video call safety comfort home
5945,5997,2155,06 07 2020 12 32,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5955,6007,2165,06 07 2020 12 30,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5958,6010,2168,06 07 2020 12 29,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5978,6030,2188,06 07 2020 12 24,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
5996,6048,2206,06 07 2020 12 20,mumbai india,rt today dr donated plasma sewa hee darma hai dr proved today btw recovered fully
6013,6065,2223,06 07 2020 12 17,mumbai india,rt met 20 yr olds living alone city struggling survive job loss savings run desperate avoid returnin
6039,6091,2249,06 07 2020 12 10,mumbai india,rt met 20 yr olds living alone city struggling survive job loss savings run desperate avoid returnin
6048,6100,2258,06 07 2020 12 07,mumbai india,rt kejriwal spends time briefing media actually working ground drama refuses end covid
6074,6126,2284,06 07 2020 12 01,mumbai india,rt new report dr rajeev jayadevan shows 106 deaths doctors covid 3 months many staggering details age groups h
6088,6140,2298,06 07 2020 11 56,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6148,6200,2358,06 07 2020 11 37,navi mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
6186,6238,2396,06 07 2020 11 27,mumbai india,rt chairman amp ceo conversation decisions made presenting q4 fy20 r
6214,6266,2424,06 07 2020 11 23,mumbai india,rt india takes russia third worst hit nation covid 19 tally communitytransmission yet th
6221,6273,2431,06 07 2020 11 21,mumbai india,rt afwa mukkam area committee donated smartphones needy people online classes going covid 19 pan
6228,6280,2438,06 07 2020 11 19,mumbai india,rt watch farmers karnataka threw 100 litres milk express anger dairy selling
6230,6282,2440,06 07 2020 11 18,mumbai india,rt breaking coronawarrior whistleblower doctor alarmed bad quality ppe kits masks tests covid positive
6240,6292,2450,06 07 2020 11 15,mumbai india,rt main street suffering covid induced slowdown dalal street covid covid
6244,6296,2454,06 07 2020 11 14,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6259,6311,2469,06 07 2020 11 10,mumbai india,corona covid india india number 3 us brazil
6304,6356,2514,06 07 2020 10 58,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6333,6385,2543,06 07 2020 10 51,mumbai india,rt met 20 yr olds living alone city struggling survive job loss savings run desperate avoid returnin
6336,6388,2546,06 07 2020 10 51,navi mumbai india,rt health workers employed kasturba hospital college nursing paid salaries last 3 months
6366,6418,2576,06 07 2020 10 47,mumbai india,rt agree good news amp tough covid times let focus corona amp
6384,6436,2594,06 07 2020 10 44,mumbai india,rt new report dr rajeev jayadevan shows 106 deaths doctors covid 3 months many staggering details age groups h
6391,6443,2601,06 07 2020 10 43,mumbai india,rt india takes russia third worst hit nation covid 19 tally communitytransmission yet th
6392,6444,2602,06 07 2020 10 42,mumbai india,rt exclusive terrorists infected covid amp one terrorist revealed father telephonic conve
6396,6448,2606,06 07 2020 10 42,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6413,6465,2623,06 07 2020 10 38,mumbai india,covid19 dashboard natmo gives us view state district wise information including confirmed
6431,6483,2641,06 07 2020 10 33,mumbai india,rt exclusive terrorists infected covid amp one terrorist revealed father telephonic conv
6452,6504,2662,06 07 2020 10 28,mumbai india,national atlas amp thematic mapping organisation published 4th updated version covid19 dashboard
6463,6515,2673,06 07 2020 10 24,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6465,6517,2675,06 07 2020 10 24,navi mumbai india,rt met 20 yr olds living alone city struggling survive job loss savings run desperate avoid returnin
6481,6533,2691,06 07 2020 10 21,mumbai india,rt health workers employed kasturba hospital college nursing paid salaries last 3 months
6486,6538,2696,06 07 2020 10 21,mumbai india,rt health workers employed kasturba hospital college nursing paid salaries last 3 months
6537,6589,2747,06 07 2020 10 12,mumbai india,rt yet another shocking video andhra district authorities showed rudeness covid 19 dea
6541,6593,2751,06 07 2020 10 11,mumbai india,rt fast tracking covid vaccine india entail join us discuss w amp shahid jameel pl
6557,6609,2767,06 07 2020 10 10,mumbai india,kick week good note five posts curated us internet make day covid
6577,6629,2787,06 07 2020 10 06,mumbai india,rt india takes russia third worst hit nation covid 19 tally communitytransmission yet th
6585,6637,2795,06 07 2020 10 05,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6602,6654,2812,06 07 2020 10 02,mumbai india,rt kejriwal spends time briefing media actually working ground drama refuses end covid
6621,6673,2831,06 07 2020 10 00,mumbai india,rt met 20 yr olds living alone city struggling survive job loss savings run desperate avoid returnin
6636,6688,2846,06 07 2020 09 56,mumbai india,rt kejriwal spends time briefing media actually working ground drama refuses end covid
6642,6694,2852,06 07 2020 09 55,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6643,6695,2853,06 07 2020 09 55,mumbai india,rt india covid count world 3rd highest community transmission yet
6665,6717,2875,06 07 2020 09 50,mumbai india,rt kejriwal spends time briefing media actually working ground drama refuses end covid
6670,6722,2880,06 07 2020 09 50,mumbai india,study highlights concerns covid spread red light areas reopening covid19 risk deterrent cust
6672,6724,2882,06 07 2020 09 49,mumbai india,coordinated efforts central state governments lead reduction covid positivity rate national covid19
6685,6737,2895,06 07 2020 09 47,kharghar navi mumbai india,rt amongst covid madness let take moment silence dear musical genius enniomorricone shall miss
6698,6750,2908,06 07 2020 09 45,mumbai india,rt boost immunity ucare consult ayurvedic doctor via audio video call safety comfort home
6702,6754,2912,06 07 2020 09 45,mumbai india,rt verma indianbanks expected raise 20 50bn 2020 fitch says indian banks need 20bn psbs alone n
6735,6787,2945,06 07 2020 09 39,mumbai india,rt top court suo motu case extension limitation period due covid bench led chief justice sa bobde hearing
6757,6809,2967,06 07 2020 09 36,mumbai india,rt bmc data shows 4 500 plus covid deaths reported mumbai far maximum bmc g
6759,6811,2969,06 07 2020 09 35,navi mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
6770,6822,2980,06 07 2020 09 34,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
6772,6824,2982,06 07 2020 09 34,mumbai india,indianbanks expected raise 20 50bn 2020 fitch says indian banks need 20bn psbs
6786,6838,2996,06 07 2020 09 31,mumbai india,rt health workers employed kasturba hospital college nursing paid salaries last 3 months
6795,6847,3005,06 07 2020 09 30,mumbai india,rt auction sadhguru painting honoring bhairava bull ishayogacenter passed recently closed inr 5
6802,6854,3012,06 07 2020 09 29,mumbai india,rt chairman amp ceo conversation decisions made presenting q4 fy20 r
6805,6857,3015,06 07 2020 09 28,mumbai india,rt chairman amp ceo conversation decisions made presenting q4 fy20 r
6812,6864,3022,06 07 2020 09 27,mumbai india,rt chairman amp ceo conversation decisions made presenting q4 fy20 r
6814,6866,3024,06 07 2020 09 27,mumbai india,rt exclusive days back tv actor adnan khan got tested covid 19 come
6816,6868,3026,06 07 2020 09 27,mumbai india,rt lets stay safe yet start normalise time due precautions help service beauty sector rebuild
6821,6873,3031,06 07 2020 09 26,mumbai india,helpful way analyse daily activities make sure safe covid
6822,6874,3032,06 07 2020 09 25,india mumbai,rt expects strong recovery dec end despite covid setback remains optimistic gro
6841,6893,3051,06 07 2020 09 22,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6854,6906,3064,06 07 2020 09 20,mumbai india,rt lets stay safe yet start normalise time due precautions help service beauty sector rebuild
6855,6907,3065,06 07 2020 09 20,mumbai india,rt lets stay safe yet start normalise time due precautions help service beauty sector rebuild
6878,6930,3088,06 07 2020 09 17,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6905,6957,3115,06 07 2020 09 14,mumbai maharashtra india,rt continuing exports even amidst covid 19 lockdown angre port maharashtra aims achieve 4 lakh tonnes cargo volume
6929,6981,3139,06 07 2020 09 09,mumbai india,rt shame modi amp bjp took even covid pandemic another opportunity scam pmventilatorscam ht
6943,6995,3153,06 07 2020 09 07,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6951,7003,3161,06 07 2020 09 07,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6954,7006,3164,06 07 2020 09 06,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6975,7027,3185,06 07 2020 09 02,mumbai india,rt exclusive days back tv actor adnan khan got tested covid 19 come
6976,7028,3186,06 07 2020 09 02,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
6991,7043,3201,06 07 2020 09 01,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
7029,7081,3239,06 07 2020 08 57,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
7031,7083,3241,06 07 2020 08 56,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
7036,7088,3246,06 07 2020 08 56,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
7042,7094,3252,06 07 2020 08 55,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
7044,7096,3254,06 07 2020 08 55,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
7053,7105,3263,06 07 2020 08 54,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
7062,7114,3272,06 07 2020 08 53,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
7070,7122,3280,06 07 2020 08 52,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
7071,7123,3281,06 07 2020 08 52,mumbai maharashtra india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
7073,7125,3283,06 07 2020 08 51,mumbai nagaur jalna india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
7074,7126,3284,06 07 2020 08 51,mumbai india,rt fadnavis thane interacting media visits covid hospitals amp quarantine centres coronainmaharashtra
7079,7131,3289,06 07 2020 08 51,mumbai india,rt india takes russia third worst hit nation covid 19 tally communitytransmission yet th
7086,7138,3296,06 07 2020 08 49,mumbai india,rt kejriwal spends time briefing media actually working ground drama refuses end covid
7106,7158,3,05 07 2020 23 48,mumbai india,rt bengaluru need doctors nurses treat covid patients beda available please amplify
7120,7172,20,05 07 2020 22 18,mumbai india,rt good move postpone work search requirement covid 19 cases spike victory working texans txleg
7146,7198,47,05 07 2020 21 00,navi mumbai india,tajmahal reopens 3 month covid 19 lockdown visitors wear masks maintain social distancing
7168,7220,69,05 07 2020 20 19,mumbai india,rt times anxiety practice breathing slowly minutes try distance thoughts making anxious
7191,7243,92,05 07 2020 19 55,mumbai india,rt chennai cases drop today important maintain trend crucial w
7219,7271,120,05 07 2020 19 17,mumbai india,rt karthik sri warned covid month february 56inchtummy busy eating litti choka neglected
7236,7288,137,05 07 2020 19 09,mumbai india,odisha 100 people cuttack cancer hospital test covid positive 10 days probe ordered
7240,7292,141,05 07 2020 19 05,mumbai india,rt watch farmers karnataka threw 100 litres milk express anger dairy selling
7243,7295,144,05 07 2020 19 03,indian peninsula mumbai,rt learned bengaluru 15 600 beds dedicated covid 1000s added anyone questions bed shortage
7257,7309,158,05 07 2020 18 56,mumbai india,ending hydroxycholorquine trial covid health healthcare healthnews indiaincfightscovid19
7272,7324,173,05 07 2020 18 49,mumbai india,10 000 bed covid care centre largest kind set delhi health healthcare
7298,7350,199,05 07 2020 18 39,byculla mumbai india,rt doctors committed crime strategy govt target us providing us protective
7301,7353,202,05 07 2020 18 38,mumbai india,rt high tests per million undertaken delhi must emulated states critical states must
7316,7368,217,05 07 2020 18 32,mumbai india,rt bengaluru need doctors nurses treat covid patients beda available please amplify
7331,7383,232,05 07 2020 18 26,mumbai india,rt covid cases rise kerala triple lockdown declared capital city thiruvananthapuram week tomo
7367,7419,268,05 07 2020 18 12,mumbai india,rt karthik sri warned covid month february 56inchtummy busy eating litti choka neglected
7391,7443,292,05 07 2020 18 09,mumbai india,rt faruk kazi earlier scary numbers numbers started getting human faces faces relatives cl
7411,7463,312,05 07 2020 17 59,mumbai india,rt appreciation india building sardar vallabh bhai patel covid hospital delhi record time 12
7415,7467,316,05 07 2020 17 58,mumbai india,rt karthik sri warned covid month february 56inchtummy busy eating litti choka neglected
7488,7540,389,05 07 2020 17 28,mumbai india,rt covid mulund tward board update 05 07 2020 indiafightscorona stayhome staysafe
7495,7547,396,05 07 2020 17 24,mumbai india,earlier scary numbers numbers started getting human faces faces relative
7508,7560,409,05 07 2020 17 19,mumbai india,today leader opposition fadnavis saheb visited covid hospital bhiwandi also reviewed corona pan
7522,7574,423,05 07 2020 17 10,mumbai india,rt maharashtragovt reeling cash crunch money buy govt officials cops covid warriors h
7531,7583,432,05 07 2020 17 07,mumbai india,rt official arvindkejriwal gave credit amitshah drdo covid facilities paid aap cell create credi
7534,7586,435,05 07 2020 17 05,mumbai india,rt covid 19 euthanise beast exaggeration new indian express expose promoting nemesis numbers bharat
7634,7686,535,05 07 2020 16 31,mumbai india,rt hindu new covid 19 cases telangana july 5 1590 deaths 7 cumulative total cases 23902 active cases
7713,7765,614,05 07 2020 16 08,mumbai india,rt high tests per million undertaken delhi must emulated states critical states must
7752,7804,653,05 07 2020 15 49,mumbai india,rt 8 proper function immune system need minerals vitamins micronutrients supplementation
7760,7812,661,05 07 2020 15 48,mumbai india,rt delhi cm openly thanks central govt drdo covid hospital good see appreciate gesture
7769,7821,670,05 07 2020 15 44,navi mumbai india,rt aru shared customers covid time ample ex sharing recents 2 incidents 1 sir gave
7793,7845,694,05 07 2020 15 36,mumbai india,rt watch farmers karnataka threw 100 litres milk express anger dairy selling
7820,7872,721,05 07 2020 15 27,mumbai india,maharashtra covid update maharashtra records 6555 new cases taking total cases 2 06 619 151 dea
7828,7880,729,05 07 2020 15 24,mumbai india,rt learned bengaluru 15 600 beds dedicated covid 1000s added anyone questions bed shortage
7829,7881,730,05 07 2020 15 23,mumbai india,rt launchpad startup joins league stellar startups created cutting edge solutions dur
7837,7889,738,05 07 2020 15 20,mumbai india,rt covid19 pandemic forced us find new ways amp new technology conduct businesses use dron
7838,7890,739,05 07 2020 15 19,mumbai india,rt nacpositivenews amid covid 19 crisis 409 082 people previously tested positive fought amp recovered pandemic
7846,7898,747,05 07 2020 15 17,mumbai india,rt watch farmers karnataka threw 100 litres milk express anger dairy selling
7852,7904,753,05 07 2020 15 15,mumbai india,kill boredom fun clock presenting personally curated lockdown survival series take shot
7857,7909,758,05 07 2020 15 14,mumbai india,rt bengaluru need doctors nurses treat covid patients beda available please amplify
7871,7923,772,05 07 2020 15 09,mumbai india,rt exactly maharashtra needs right covid outbreak spreading hospital beds ventilators sala
7879,7931,780,05 07 2020 15 07,mumbai india,besides causing enormous harm covid effort know n appreciate magnitude
7937,7989,838,05 07 2020 14 44,mumbai india,rt effective papa figures must arousing faith disasters covid
7949,8001,850,05 07 2020 14 41,mumbai india,rt remain vigilant dear doctors world issues fight mean covid19 lef
7953,8005,854,05 07 2020 14 39,mumbai india,rt covid 19 euthanise beast exaggeration new indian express expose promoting nemesis numbers bharat
7989,8041,890,05 07 2020 14 24,mumbai maharashtra india,maharashtra reported second highest single day surge till date sunday adding 6 555 new covid 19
7994,8046,895,05 07 2020 14 21,mumbai india,jagannath sorte resident dombivli e admited thane civil hosp fr covid treatment facing breathing prob
8020,8072,921,05 07 2020 14 12,mumbai india,rt big events held adhering covid protocol yogi adityanath
8025,8077,926,05 07 2020 14 11,navi mumbai india,rt watch farmers karnataka threw 100 litres milk express anger dairy selling
8061,8113,962,05 07 2020 13 57,mumbai india,rt zafar sb let covid pass guest authentic kashmiri pandit food place would p
8113,8165,1014,05 07 2020 13 40,mumbai india,worried finding amazing dress lockdown wedding worry got covered swipe thro
8118,8170,1019,05 07 2020 13 39,mumbai india,rt morarji mahilasurakshabaalvikasadhikaran ne aaj bhi mumbai mein ration banta distribution essentials continues given
